Indicator,Measure,Year,Geography,Rate,95% Confidence Interval,Cases,Population,Significant Compared to Ontario,Suppression Flag
Incidence of all cancers,Crude rate (females),2013,Grey Bruce Health Unit,713.2,(655.5-770.9),587.0,82305.0,Higher,
Incidence of all cancers,Crude rate (females),2014,Grey Bruce Health Unit,738.8,(680.0-797.5),608.0,82299.0,Higher,
Incidence of all cancers,Crude rate (females),2010,Haldimand-Norfolk Health Unit,629.1,(563.0-695.2),348.0,55314.0,Higher,
Incidence of all cancers,Crude rate (females),2011,Haldimand-Norfolk Health Unit,666.0,(598.0-734.1),368.0,55254.0,Higher,
Incidence of all cancers,Crude rate (females),2012,Haldimand-Norfolk Health Unit,722.5,(651.5-793.5),398.0,55088.0,Higher,
Incidence of all cancers,Crude rate (females),2013,Haldimand-Norfolk Health Unit,690.3,(620.9-759.7),380.0,55051.0,Higher,
Incidence of all cancers,Crude rate (females),2014,Haldimand-Norfolk Health Unit,665.2,(597.2-733.3),367.0,55169.0,Higher,
Incidence of all cancers,Crude rate (females),2010,"Haliburton, Kawartha, Pine Ridge District Health Unit",738.3,(681.8-794.8),656.0,88855.0,Higher,
Incidence of all cancers,Crude rate (females),2011,"Haliburton, Kawartha, Pine Ridge District Health Unit",742.4,(685.8-799.0),661.0,89038.0,Higher,
Incidence of all cancers,Crude rate (females),2012,"Haliburton, Kawartha, Pine Ridge District Health Unit",760.9,(703.8-818.0),682.0,89629.0,Higher,
Incidence of all cancers,Crude rate (females),2013,"Haliburton, Kawartha, Pine Ridge District Health Unit",760.8,(703.9-817.8),685.0,90032.0,Higher,
Incidence of all cancers,Crude rate (females),2014,"Haliburton, Kawartha, Pine Ridge District Health Unit",767.8,(710.7-824.9),694.0,90388.0,Higher,
Incidence of all cancers,Crude rate (females),2010,Halton Region Public Health,527.9,(499.9-555.9),1364.0,258399.0,No,
Incidence of all cancers,Crude rate (females),2011,Halton Region Public Health,516.0,(488.6-543.4),1362.0,263939.0,No,
Incidence of all cancers,Crude rate (females),2012,Halton Region Public Health,507.8,(480.9-534.7),1370.0,269791.0,Lower,
Incidence of all cancers,Crude rate (females),2013,Halton Region Public Health,492.9,(466.7-519.1),1359.0,275737.0,Lower,
Incidence of all cancers,Crude rate (females),2014,Halton Region Public Health,493.6,(467.6-519.6),1386.0,280801.0,Lower,
Incidence of all cancers,Crude rate (females),2010,City of Hamilton Public Health Services,515.8,(488.7-542.8),1394.0,270284.0,No,
Incidence of all cancers,Crude rate (females),2011,City of Hamilton Public Health Services,542.2,(514.5-569.8),1476.0,272237.0,No,
Incidence of all cancers,Crude rate (females),2012,City of Hamilton Public Health Services,534.5,(507.1-561.8),1468.0,274670.0,No,
Incidence of all cancers,Crude rate (females),2013,City of Hamilton Public Health Services,557.9,(530.1-585.7),1547.0,277310.0,No,
Incidence of all cancers,Crude rate (females),2014,City of Hamilton Public Health Services,568.5,(540.5-596.4),1589.0,279525.0,No,
Incidence of all cancers,Crude rate (females),2010,Hastings Prince Edward Public Health,619.6,(566.2-673.1),516.0,83277.0,Higher,
Incidence of all cancers,Crude rate (females),2011,Hastings Prince Edward Public Health,659.8,(604.7-714.9),551.0,83507.0,Higher,
Incidence of all cancers,Crude rate (females),2012,Hastings Prince Edward Public Health,680.1,(624.1-736.0),567.0,83376.0,Higher,
Incidence of all cancers,Crude rate (females),2013,Hastings Prince Edward Public Health,710.5,(653.2-767.7),592.0,83324.0,Higher,
Incidence of all cancers,Crude rate (females),2014,Hastings Prince Edward Public Health,672.6,(616.8-728.3),559.0,83116.0,Higher,
Incidence of all cancers,Crude rate (females),2010,Huron Perth Public Health,711.4,(616.8-806.1),217.0,30502.0,Higher,
Incidence of all cancers,Crude rate (females),2011,Huron Perth Public Health,698.1,(604.3-791.8),213.0,30512.0,Higher,
Incidence of all cancers,Crude rate (females),2012,Huron Perth Public Health,710.6,(615.2-806.1),213.0,29973.0,Higher,
Incidence of all cancers,Crude rate (females),2013,Huron Perth Public Health,732.5,(635.5-829.5),219.0,29899.0,Higher,
Incidence of all cancers,Crude rate (females),2014,Huron Perth Public Health,721.6,(625.1-818.1),215.0,29795.0,Higher,
Incidence of all cancers,Crude rate (females),2010,Chatham-Kent Public Health,665.9,(597.6-734.3),365.0,54809.0,Higher,
Incidence of all cancers,Crude rate (females),2011,Chatham-Kent Public Health,670.7,(601.9-739.5),365.0,54418.0,Higher,
Incidence of all cancers,Crude rate (females),2012,Chatham-Kent Public Health,637.2,(570.1-704.4),346.0,54296.0,Higher,
Incidence of all cancers,Crude rate (females),2013,Chatham-Kent Public Health,690.3,(620.4-760.3),374.0,54176.0,Higher,
Incidence of all cancers,Crude rate (females),2014,Chatham-Kent Public Health,680.7,(611.2-750.2),368.0,54062.0,Higher,
Incidence of all cancers,Crude rate (females),2010,"Kingston, Frontenac and Lennox & Addington Public Health",532.6,(487.2-578.1),528.0,99128.0,No,
Incidence of all cancers,Crude rate (females),2011,"Kingston, Frontenac and Lennox & Addington Public Health",626.1,(577.0-675.2),624.0,99668.0,Higher,
Incidence of all cancers,Crude rate (females),2012,"Kingston, Frontenac and Lennox & Addington Public Health",623.6,(574.7-672.5),626.0,100385.0,Higher,
Incidence of all cancers,Crude rate (females),2013,"Kingston, Frontenac and Lennox & Addington Public Health",571.3,(524.6-617.9),576.0,100824.0,No,
Incidence of all cancers,Crude rate (females),2014,"Kingston, Frontenac and Lennox & Addington Public Health",637.6,(588.4-686.8),646.0,101315.0,Higher,
Incidence of all cancers,Crude rate (females),2010,Lambton Public Health,562.1,(505.4-618.9),377.0,67067.0,No,
Incidence of all cancers,Crude rate (females),2011,Lambton Public Health,700.7,(637.3-764.2),469.0,66930.0,Higher,
Incidence of all cancers,Crude rate (females),2012,Lambton Public Health,646.8,(585.8-707.8),432.0,66791.0,Higher,
Incidence of all cancers,Crude rate (females),2013,Lambton Public Health,645.9,(584.9-707.0),430.0,66573.0,Higher,
Incidence of all cancers,Crude rate (females),2014,Lambton Public Health,657.3,(595.6-719.0),436.0,66332.0,Higher,
Incidence of all cancers,Crude rate (females),2010,"Leeds, Grenville & Lanark District Health Unit",657.0,(602.7-711.2),564.0,85850.0,Higher,
Incidence of all cancers,Crude rate (females),2011,"Leeds, Grenville & Lanark District Health Unit",680.1,(625.0-735.3),585.0,86011.0,Higher,
Incidence of all cancers,Crude rate (females),2012,"Leeds, Grenville & Lanark District Health Unit",685.2,(629.9-740.4),590.0,86112.0,Higher,
Incidence of all cancers,Crude rate (females),2013,"Leeds, Grenville & Lanark District Health Unit",740.2,(682.7-797.7),637.0,86055.0,Higher,
Incidence of all cancers,Crude rate (females),2014,"Leeds, Grenville & Lanark District Health Unit",681.6,(626.5-736.8),587.0,86116.0,Higher,
Incidence of all cancers,Crude rate (females),2010,Middlesex-London Health Unit,534.4,(504.5-564.2),1230.0,230175.0,No,
Incidence of all cancers,Crude rate (females),2011,Middlesex-London Health Unit,565.4,(534.8-596.0),1310.0,231686.0,No,
Incidence of all cancers,Crude rate (females),2012,Middlesex-London Health Unit,560.7,(530.4-591.1),1312.0,233974.0,No,
Incidence of all cancers,Crude rate (females),2013,Middlesex-London Health Unit,546.2,(516.4-576.0),1289.0,236005.0,No,
Incidence of all cancers,Crude rate (females),2014,Middlesex-London Health Unit,567.9,(537.6-598.2),1352.0,238074.0,No,
Incidence of all cancers,Crude rate (females),2010,Niagara Region Public Health,646.1,(613.0-679.2),1462.0,226281.0,Higher,
Incidence of all cancers,Crude rate (females),2011,Niagara Region Public Health,616.8,(584.5-649.1),1400.0,226965.0,Higher,
Incidence of all cancers,Crude rate (females),2012,Niagara Region Public Health,663.4,(630.0-696.9),1512.0,227912.0,Higher,
Incidence of all cancers,Crude rate (females),2013,Niagara Region Public Health,657.1,(623.9-690.3),1502.0,228576.0,Higher,
Incidence of all cancers,Crude rate (females),2014,Niagara Region Public Health,655.2,(622.1-688.3),1505.0,229688.0,Higher,
Incidence of all cancers,Crude rate (females),2010,North Bay Parry Sound District Health Unit,625.1,(564.2-686.1),404.0,64625.0,Higher,
Incidence of all cancers,Crude rate (females),2011,North Bay Parry Sound District Health Unit,621.4,(560.8-682.1),403.0,64850.0,Higher,
Incidence of all cancers,Crude rate (females),2012,North Bay Parry Sound District Health Unit,616.6,(556.1-677.0),400.0,64877.0,Higher,
Incidence of all cancers,Crude rate (females),2013,North Bay Parry Sound District Health Unit,656.2,(593.9-718.6),425.0,64762.0,Higher,
Incidence of all cancers,Crude rate (females),2014,North Bay Parry Sound District Health Unit,695.3,(631.1-759.6),450.0,64716.0,Higher,
Incidence of all cancers,Crude rate (females),2010,Northwestern Health Unit,526.5,(455.8-597.2),213.0,40454.0,No,
Incidence of all cancers,Crude rate (females),2011,Northwestern Health Unit,452.2,(386.7-517.7),183.0,40471.0,Lower,
Incidence of all cancers,Crude rate (females),2012,Northwestern Health Unit,432.7,(368.6-496.8),175.0,40443.0,Lower,
Incidence of all cancers,Crude rate (females),2013,Northwestern Health Unit,442.4,(377.6-507.2),179.0,40465.0,Lower,
Incidence of all cancers,Crude rate (females),2014,Northwestern Health Unit,466.9,(400.4-533.5),189.0,40476.0,Lower,
Incidence of all cancers,Crude rate (females),2010,Ottawa Public Health,456.9,(437.3-476.4),2100.0,459667.0,Lower,
Incidence of all cancers,Crude rate (females),2011,Ottawa Public Health,500.1,(479.8-520.4),2332.0,466273.0,Lower,
Incidence of all cancers,Crude rate (females),2012,Ottawa Public Health,501.3,(481.1-521.5),2368.0,472337.0,Lower,
Incidence of all cancers,Crude rate (females),2013,Ottawa Public Health,492.3,(472.5-512.2),2356.0,478537.0,Lower,
Incidence of all cancers,Crude rate (females),2014,Ottawa Public Health,534.0,(513.4-554.5),2584.0,483933.0,Lower,
Incidence of all cancers,Crude rate (females),2010,Peel Public Health,394.5,(379.4-409.6),2624.0,665119.0,Lower,
Incidence of all cancers,Crude rate (females),2011,Peel Public Health,387.8,(373.0-402.6),2625.0,676908.0,Lower,
Incidence of all cancers,Crude rate (females),2012,Peel Public Health,403.8,(388.8-418.8),2782.0,689013.0,Lower,
Incidence of all cancers,Crude rate (females),2013,Peel Public Health,418.5,(403.4-433.6),2942.0,702973.0,Lower,
Incidence of all cancers,Crude rate (females),2014,Peel Public Health,416.6,(401.6-431.5),2983.0,716049.0,Lower,
Incidence of all cancers,Crude rate (females),2010,Huron Perth Public Health,476.3,(407.9-544.8),186.0,39047.0,No,
Incidence of all cancers,Crude rate (females),2011,Huron Perth Public Health,624.6,(546.3-703.0),244.0,39062.0,Higher,
Incidence of all cancers,Crude rate (females),2012,Huron Perth Public Health,564.9,(490.6-639.2),222.0,39298.0,No,
Incidence of all cancers,Crude rate (females),2013,Huron Perth Public Health,613.0,(535.7-690.2),242.0,39480.0,No,
Incidence of all cancers,Crude rate (females),2014,Huron Perth Public Health,590.3,(514.7-666.0),234.0,39638.0,No,
Incidence of all cancers,Crude rate (females),2010,Peterborough Public Health,673.7,(613.4-734.0),480.0,71247.0,Higher,
Incidence of all cancers,Crude rate (females),2011,Peterborough Public Health,681.3,(620.8-741.9),486.0,71330.0,Higher,
Incidence of all cancers,Crude rate (females),2012,Peterborough Public Health,659.1,(599.6-718.5),472.0,71617.0,Higher,
Incidence of all cancers,Crude rate (females),2013,Peterborough Public Health,632.2,(574.1-690.3),455.0,71971.0,Higher,
Incidence of all cancers,Crude rate (females),2014,Peterborough Public Health,708.0,(646.6-769.4),511.0,72173.0,Higher,
Incidence of all cancers,Crude rate (females),2010,Porcupine Health Unit,560.3,(490.3-630.4),246.0,43902.0,No,
Incidence of all cancers,Crude rate (females),2011,Porcupine Health Unit,525.5,(457.6-593.4),230.0,43768.0,No,
Incidence of all cancers,Crude rate (females),2012,Porcupine Health Unit,542.1,(472.9-611.2),236.0,43536.0,No,
Incidence of all cancers,Crude rate (females),2013,Porcupine Health Unit,590.6,(518.2-662.9),256.0,43347.0,No,
Incidence of all cancers,Crude rate (females),2014,Porcupine Health Unit,622.6,(548.0-697.1),268.0,43046.0,No,
Incidence of all cancers,Crude rate (females),2010,Renfrew County and District Health Unit,550.1,(486.4-613.7),287.0,52176.0,No,
Incidence of all cancers,Crude rate (females),2011,Renfrew County and District Health Unit,572.7,(507.9-637.5),300.0,52385.0,No,
Incidence of all cancers,Crude rate (females),2012,Renfrew County and District Health Unit,582.8,(517.5-648.1),306.0,52508.0,No,
Incidence of all cancers,Crude rate (females),2013,Renfrew County and District Health Unit,638.7,(570.4-707.0),336.0,52610.0,Higher,
Incidence of all cancers,Crude rate (females),2014,Renfrew County and District Health Unit,611.4,(544.6-678.2),322.0,52668.0,No,
Incidence of all cancers,Crude rate (females),2010,Eastern Ontario Health Unit,568.0,(521.8-614.2),580.0,102113.0,No,
Incidence of all cancers,Crude rate (females),2011,Eastern Ontario Health Unit,586.7,(539.8-633.6),602.0,102610.0,Higher,
Incidence of all cancers,Crude rate (females),2012,Eastern Ontario Health Unit,643.8,(594.8-692.7),664.0,103145.0,Higher,
Incidence of all cancers,Crude rate (females),2013,Eastern Ontario Health Unit,649.3,(600.2-698.4),671.0,103341.0,Higher,
Incidence of all cancers,Crude rate (females),2014,Eastern Ontario Health Unit,629.6,(581.3-677.9),652.0,103559.0,Higher,
Incidence of all cancers,Crude rate (females),2010,Simcoe Muskoka District Health Unit,588.9,(559.4-618.4),1530.0,259802.0,Higher,
Incidence of all cancers,Crude rate (females),2011,Simcoe Muskoka District Health Unit,601.5,(571.8-631.2),1579.0,262505.0,Higher,
Incidence of all cancers,Crude rate (females),2012,Simcoe Muskoka District Health Unit,609.1,(579.4-638.7),1621.0,266133.0,Higher,
Incidence of all cancers,Crude rate (females),2013,Simcoe Muskoka District Health Unit,646.6,(616.3-677.0),1744.0,269706.0,Higher,
Incidence of all cancers,Crude rate (females),2014,Simcoe Muskoka District Health Unit,636.7,(606.8-666.6),1740.0,273289.0,Higher,
Incidence of all cancers,Crude rate (females),2010,Public Health Sudbury & Districts,575.6,(528.9-622.4),582.0,101106.0,Higher,
Incidence of all cancers,Crude rate (females),2011,Public Health Sudbury & Districts,570.4,(523.8-617.0),576.0,100980.0,No,
Incidence of all cancers,Crude rate (females),2012,Public Health Sudbury & Districts,600.6,(552.8-648.4),607.0,101068.0,Higher,
Incidence of all cancers,Crude rate (females),2013,Public Health Sudbury & Districts,657.3,(607.4-707.3),665.0,101169.0,Higher,
Incidence of all cancers,Crude rate (females),2014,Public Health Sudbury & Districts,577.1,(530.2-624.0),582.0,100847.0,No,
Incidence of all cancers,Crude rate (females),2010,Thunder Bay District Health Unit,616.9,(562.0-671.8),485.0,78615.0,Higher,
Incidence of all cancers,Crude rate (females),2011,Thunder Bay District Health Unit,637.1,(581.2-692.9),500.0,78485.0,Higher,
Incidence of all cancers,Crude rate (females),2012,Thunder Bay District Health Unit,603.0,(548.6-657.3),473.0,78446.0,Higher,
Incidence of all cancers,Crude rate (females),2013,Thunder Bay District Health Unit,629.3,(573.8-684.9),493.0,78338.0,Higher,
Incidence of all cancers,Crude rate (females),2014,Thunder Bay District Health Unit,655.6,(598.8-712.4),512.0,78100.0,Higher,
Incidence of all cancers,Crude rate (females),2010,Timiskaming Health Unit,601.7,(487.1-716.2),106.0,17618.0,No,
Incidence of all cancers,Crude rate (females),2011,Timiskaming Health Unit,603.2,(488.4-718.1),106.0,17572.0,No,
Incidence of all cancers,Crude rate (females),2012,Timiskaming Health Unit,806.5,(673.3-939.6),141.0,17484.0,Higher,
Incidence of all cancers,Crude rate (females),2013,Timiskaming Health Unit,666.8,(545.4-788.1),116.0,17397.0,No,
Incidence of all cancers,Crude rate (females),2014,Timiskaming Health Unit,531.6,(423.0-640.2),92.0,17307.0,No,
Incidence of all cancers,Crude rate (females),2010,Region of Waterloo Public Health and Emergency Services,492.3,(465.3-519.2),1283.0,260637.0,Lower,
Incidence of all cancers,Crude rate (females),2011,Region of Waterloo Public Health and Emergency Services,516.8,(489.4-544.3),1363.0,263713.0,No,
Incidence of all cancers,Crude rate (females),2012,Region of Waterloo Public Health and Emergency Services,498.3,(471.5-525.1),1328.0,266483.0,Lower,
Incidence of all cancers,Crude rate (females),2013,Region of Waterloo Public Health and Emergency Services,494.0,(467.4-520.5),1328.0,268846.0,Lower,
Incidence of all cancers,Crude rate (females),2014,Region of Waterloo Public Health and Emergency Services,504.2,(477.5-531.0),1366.0,270905.0,Lower,
Incidence of all cancers,Crude rate (females),2010,Wellington-Dufferin-Guelph Public Health,514.5,(476.5-552.6),704.0,136821.0,No,
Incidence of all cancers,Crude rate (females),2011,Wellington-Dufferin-Guelph Public Health,486.7,(449.9-523.5),672.0,138080.0,Lower,
Incidence of all cancers,Crude rate (females),2012,Wellington-Dufferin-Guelph Public Health,498.9,(461.8-536.0),696.0,139506.0,Lower,
Incidence of all cancers,Crude rate (females),2013,Wellington-Dufferin-Guelph Public Health,522.6,(484.9-560.4),735.0,140631.0,No,
